"","X.3","X.2","site_code","week","X.1","X","sample_id","sample_collection_date_time","Week_date","ammonia_mg_l","ophosph_mg_l","GI_ND","GI_lower_LOQ","GII_ND","GII_lower_LOQ","GI_per_litre","GII_per_litre","Log10_GI","Log10_GII","Log10_NoV","Log10_GI_norm","Log10_GII_norm","Log10_NoV_norm","site_name","site_type","water_company_name","catchment_population_ons_mid_2019","grab_compo_ind","Easting","Northing","region","collection_date","week_beginning","avg_Log10_NoV","date","imd","bame","school_den","carehome_den","prop_agri","prop_urb","mob_7day","temp_2","temp_3","temp_1","temp_4","temp_5","rain_1","rain_2","rain_3","rain_4","rain_5","lockdown_NA","lockdown_step3","lockdown_step4","lockdown_planB","lockdown_lifting","lockdown_planA","scale_school_den","scale_carehome_den","scale_imd","scale_bame","scale_mob_7day","scale_prop_agri","scale_prop_urb"
"11",11,11,"UKENAN_AW_TP000115",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,32.9131510307812,0.0461205365312178,93.8264316437547,41.1149531922071,0.322882539141358,0.421688203279163,-18.6647239027173,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.732659932898509,1.02586995380167,1.35529306430957,-0.812252508695852,0.579719086170705,1.45113409209716,-1.13655282957799
"12",12,12,"UKENAN_AW_TP000116",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,33.8601085811635,0.035843847832372,114.41647597254,34.2180115058064,0.013304005586003,0.358140252500216,-12.7142857142857,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,1.64707949559295,0.496414292970464,1.4816680796232,-0.900132269106294,1.21501645484466,-0.955624183485444,-1.47496343429373
"13",13,13,"UKENAN_AW_TP000144",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,21.2264443868578,0.118951984354427,69.6522546692808,19.9927768032195,0.111714179101674,0.577459917690183,-23.3557410232521,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.34093369247279,-0.595610459796112,-0.20434150483826,-0.189443900533175,0.0788835613392463,-0.19055337321232,-0.307024899482966
"14",14,14,"UKENAN_AW_TP000148",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,46.2114786444756,0.0429669751968117,60.9270281670338,56.2403336926466,0.359392771827736,0.615104283803887,-17.1428571428571,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.728427651941371,2.18699595606645,3.13000445992376,-0.839219776327338,0.742200892954475,1.73497581604432,-0.106558125267176
"15",15,15,"UKENAN_AW_TP000154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,26.3981873576483,0.0601106664091075,99.4261194160024,27.9090861518603,0.117005814439758,0.309586586530037,-8.28571428571429,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.981346335033428,0.0120987232166024,0.485846874638703,-0.692617741329784,1.68783201673485,-0.14941458043158,-1.73352528028134
"16",16,16,"UKENAN_AW_TP000161",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,22.5363054123435,0.0627355241911589,84.8224922563736,28.5918513223731,0.0595890676826682,0.457699687222805,-12.4849793900329,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.332788121761812,0.0645123727707485,-0.0295356678842585,-0.670171613033218,1.23949829967776,-0.595789943825267,-0.944781609441083
"17",17,17,"UKENAN_AW_TP000170",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,28.7715408539925,0.0277959807434569,82.6413233275129,33.3231142449649,0.163929049211493,0.598076701251869,-16.8693489742087,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.235920747110115,0.427715956496324,0.802579746480827,-0.96895255279051,0.771401939054069,0.215381008936329,-0.197234762950112
"18",18,18,"UKENAN_AW_TP000200",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,18.5967859508184,0.0850795914323239,82.5835451343585,30.1675050719118,0.266687374844488,0.501019449896195,-20.5532950612201,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.233354773512688,0.185470158864276,-0.555279226375984,-0.479099242030199,0.378086156030707,1.01425568465089,-0.714091761810294
"19",19,19,"UKENAN_AW_TP000210",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,26.4007595274559,0.210689351812823,82.3116579300784,19.7355437142293,0.0372987836862744,0.412568134046874,-18.5368119285086,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.221280055533939,-0.615357402906782,0.486190140288461,0.595036208690529,0.593375583064437,-0.76908143421801,-1.18511974804062
"20",20,20,"UKENAN_AW_TP000293",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,31.3559826488657,0.0262145280567841,127.835759668772,20.9879605426342,0.0105288692966687,0.158708473889867,-11.3746388083506,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,2.24304011293004,-0.519213458290469,1.14748313868932,-0.982476138770191,1.35804359458496,-0.977198942411778,-2.53699341278711
"21",21,21,"UKENAN_AW_TP000303",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,26.55366876267,0.139161910607342,83.7553564472146,15.5823918971562,0.240690882930244,0.511264420070582,-24.0467157688114,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.285395807089495,-0.934181287437597,0.506596447766528,-0.016621357293313,0.00511177785489409,0.812150999509546,-0.659534431329739
"22",22,22,"UKENAN_AW_TP000307",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,21.1855066234654,0.103345167209059,72.6758365037557,44.3859135694079,0.0845809045276999,0.671563310297342,-25.0881590193196,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.206654118582504,1.27697088618716,-0.209804801977115,-0.32290355779209,-0.106077706972864,-0.401495754696566,0.194101975697744
"23",23,23,"UKENAN_AW_TP000308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,21.1473752184128,0.226314196594744,79.3044364175234,16.2082059831435,0.344158795362546,0.356055848896482,-24.8260703958282,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.0877270560102087,-0.886139586417097,-0.214893580133546,0.728650026927505,-0.0780958663771214,1.61654222019207,-1.48606346624386
"24",24,24,"UKENMI_ST_TP000018",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-26",NA,NA,2021-05-26,32.2935305364444,0.399112355468513,94.1539648852016,27.0113833687054,0.00297320306125932,0.809827641679781,-17.4354574383846,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.747205933802113,-0.0568149840317094,1.27260239942301,2.20631090059958,0.710961479665015,-1.03593900436236,0.930398196428905
"25",25,25,"UKENMI_ST_TP000036",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,15.1543693973934,0.0803787567787453,88.8276081509274,19.8867779442375,0.101751408303759,0.756142584235456,-14.8983210641574,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.510658371400779,-0.603747645592583,-1.01468254860449,-0.51929781524688,0.981838348136167,-0.268007002797806,0.644510256200437
"26",26,26,"UKENMI_ST_TP000056",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,18.4668790093899,0.136132997898392,74.0153868607051,35.4439880741405,0.108208378862711,0.609457962618115,-22.3984720959282,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.147163666204196,0.590528505278623,-0.572615791996847,-0.0425227084937795,0.181086191025332,-0.217808537324514,-0.136626364187155
"27",27,27,"UKENMI_ST_TP000060",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-28",NA,NA,2021-05-28,28.0477333993331,0.09105758766807,91.2767511093636,15.4468348031231,0.0627276472181201,0.593580793551615,-11.1688957178927,1,2,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,0.61942667695991,-0.944587562285936,0.705984943334923,-0.427979188448066,1.38000971537331,-0.571389665860993,-0.221176728425624
"28",28,28,"UKENMI_ST_TP000062",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,31.5370321508814,0.263384634667717,79.2446543627334,27.9157305141447,0.0254520221827241,0.764340381386189,-21.8989028497885,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.0850720893901695,0.0126087891826557,1.17164486967771,1.04565303359919,0.234422603822629,-0.861181784200529,0.688165817978766
"29",29,29,"UKENMI_ST_TP000068",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,24.5326768566515,0.291589031379088,75.7758893207133,18.8277516410361,0.0756882299471691,0.686185216352544,-23.7115835483876,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.0689784100727859,-0.685045631960183,0.236887543741515,1.28683924621597,0.0408921037823301,-0.470630128753314,0.271967713453004
"30",30,30,"UKENMI_ST_TP000074",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,23.7243378889746,0.207879011331858,86.5627683532037,25.8653690298417,0.0897738165945571,0.697851395751535,-23.6792816840426,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.410075109687633,-0.14479075745336,0.129011695053751,0.571003949333805,0.0443408060075769,-0.361124466843538,0.334093380398078
"31",31,31,"UKENMI_ST_TP000099",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-26",NA,NA,2021-05-26,19.0108643111538,0.113711707480865,76.5633160818575,34.4238165329282,0.0206676964897337,0.777991377846483,-23.6928831519065,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.0340081874214078,0.512213271937041,-0.500018925523739,-0.234255443397632,0.0428886479529171,-0.898376596523096,0.760861190692987
"32",32,32,"UKENMI_ST_TP000100",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,28.2245945289044,0.104175073229785,70.8282179620361,27.3869109453206,0.0799147248909354,0.736690835016096,-14.6292078566902,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.288708266303955,-0.0279869599193429,0.729587720406542,-0.315806724911205,1.01057016706535,-0.437772063415917,0.54092425326227
"33",33,33,"UKENMI_ST_TP000120",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,23.4781394111837,0.03744250417032,121.592975584561,38.737585141984,0.0413864821879076,0.784991152925661,-18.3109382747741,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,1.96579331340279,0.843367182384629,0.0961555903757142,-0.886461568350974,0.617490939501428,-0.737302414904537,0.798136949995733
"34",34,34,"UKENMI_ST_TP000137",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,15.9436281031925,0.204371770951844,75.2295921988332,19.8719677506352,0.0226873700733831,0.780747525295158,-25.5733407641746,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.0932398816516721,-0.604884575727313,-0.909353031994676,0.541012241563959,-0.157878041011159,-0.8826750359026,0.775538446424431
"35",35,35,"UKENMI_ST_TP000143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-30",NA,NA,2021-05-30,26.786092820898,0.0469903238689754,108.556540817259,34.2810128896609,0.0293428978192103,0.86501971206657,-16.5469153101008,2,1,1,1,1,1,2,1,1,1,"0",1,0,0,"0",0,1.3868353088129,0.501250703199614,0.53761430480348,-0.804814635944217,0.805826506101572,-0.830932926084204,1.22431140190861
"36",36,36,"UKENMI_ST_TP000156",1,785,788,"2106490-47","30/05/2021 14:00","27/05/2021",38,3.700000048,FALSE,TRUE,FALSE,FALSE,1140,18794.11814,3.056904851,4.274021952,4.299597028,1.873356251,3.090473352,3.116048427,"BIRMINGHAM BLACK COUNTRY NO. 1 MINWORTH STW","SEWAGE TREATMENT PLANT","Severn Trent Water",1416777,"Grab",416499,292356,"West Midlands","2021-05-30","2021-05-24",3.116048427,2021-05-30,35.7808656491729,0.443951862912166,80.6760696990423,22.7982244206392,0.0139152399027151,0.814186559797671,-20.4819982894245,2,1,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,0.148642335522753,-0.380245419790467,1.73800027084494,2.58975008870236,0.385698141918527,-0.950872260820871,0.953610654078605
"37",37,37,"UKENMI_ST_TP000163",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,25.5765442021095,0.220843561951826,81.5660685154976,27.8607694704621,0.0552768559168196,0.750149967293488,-23.7258512545899,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.188167861332519,0.00838960957724867,0.376195532483356,0.681868609702451,0.0393688149218594,-0.629314397973717,0.612597895560902
"38",38,38,"UKENMI_ST_TP000164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-30",NA,NA,2021-05-30,23.2834969163787,0.112196557133462,85.637784691433,28.1845873668007,0.0154530455574668,0.849140814712654,-19.2547427433328,2,1,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,0.368995880231416,0.0332480506211947,0.0701798238255286,-0.247212053587696,0.516725840120386,-0.938916888969646,1.13975183405645
"39",39,39,"UKENMI_ST_TP000180",1,835,838,"2106770-08","30/05/2021 11:50","27/05/2021",51,4.800000191,FALSE,FALSE,FALSE,FALSE,4929.08572,17594.31073,3.692766371,4.245372258,4.352633881,3.131747355,3.684353241,3.791614865,"STOURBRIDGE HALESOWEN STW","SEWAGE TREATMENT PLANT","Severn Trent Water",268134,"Grab",387079,283821,"West Midlands","2021-05-30","2021-05-24",3.791614865,2021-05-30,22.4319466597498,0.127160216741295,60.0446045633899,31.3276197722035,0.0417063739949236,0.79309663436715,-21.6048736960771,2,1,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,-0.767616756776237,0.274528370925728,-0.043462732462619,-0.119252273960677,0.265814568876474,-0.734815478084387,0.841300904812593
"40",40,40,"UKENMI_ST_TP000182",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-28",NA,NA,2021-05-28,14.1474208287782,0.142927652789901,81.2595226003047,24.8292985723153,0.0705645819104547,0.663575270370385,-21.6495216849989,2,1,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,0.174553923584723,-0.224326498612222,-1.14906358894512,0.015580894858973,0.261047735076942,-0.510462936835694,0.151563429780217
"41",41,41,"UKENMI_ST_TP000184",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,21.4582666591507,0.122778029165163,74.865956908036,18.716489227009,0.122919362515749,0.642414433690171,-4,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.109389202084469,-0.693586883666073,-0.173403958377778,-0.156725978336616,2.14539546372536,-0.10344084767145,0.0388760582841311
"42",42,42,"UKENMI_ST_TP000186",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,28.3449239360404,0.077770873011077,80.2899614608185,24.0869884382456,0.00102661446371041,0.566019948960127,-14.4285714285714,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.13149497436551,-0.281311220311483,0.745646128371454,-0.541598792477679,1.03199107604846,-1.05107237993108,-0.367945931371691
"43",43,43,"UKENMI_ST_TP000199",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-28",NA,NA,2021-05-28,21.6578748154953,0.0943776047324759,95.4485427753298,14.3826571305292,0.13076698511772,0.641652821571633,-22.4831004042272,1,2,1,1,1,2,1,1,1,1,"0",1,0,0,"0",0,0.804699124650175,-1.02628100243724,-0.14676550578337,-0.399588496394571,0.172050866251744,-0.0424310275652839,0.0348202608204197
"44",44,44,"UKENMI_ST_TP000207",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,29.3639249766687,0.128920409674831,93.4103516749079,33.4469323739186,0.0725775352988679,0.745100282391586,-18.5249385331199,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,0.714181504339377,0.43722106938097,0.881635616033306,-0.104200214118418,0.594643243799458,-0.494813621069879,0.585706911660872
"45",45,45,"UKENMI_ST_TP000208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,11.3929609296229,0.03472407499695,103.793736273654,42.1191973284395,0.135536127276475,0.672208260447716,-20.6521975351005,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,1.17531552874746,1.10296249234426,-1.5166565309899,-0.909707860172126,0.367526852762302,-0.00535425668523499,0.197536515564479
"46",46,46,"UKENMI_ST_TP000222",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-24",NA,NA,2021-05-24,23.3749217675323,0.410668990041448,68.6221165154923,28.9820928062706,0.0444124032289474,0.743663119711887,-24.154046819239,2,1,1,1,1,2,1,1,1,1,"1",0,0,0,"0",0,-0.386682913069913,0.0944699354319068,0.0823808110397059,2.30513595088398,-0.00634740073908124,-0.713777978558307,0.578053618587684
